SMILES,y_true,y_pred
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,-3.659
CCCCCCC,-4.53,-2.97
Oc1cccc2ccccc12,-2.22,-3.08
C/C1CCCCC1\C,-4.3,-3.305
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638,-3.958
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,-5.942
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,-4.593
CCCCCC(=O)C,-1.45,-1.554
COP(=O)(NC(C)=O)SC ,0.54,-0.416
CCCCSP(=O)(SCCCC)SCCCC,-5.14,-4.074
c1cC2C(=O)NC(=O)C2cc1,-2.932,-0.636
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,-2.98
CC=C(C)C,-2.56,-1.994
Cc1ccc(C)c(C)c1,-3.31,-3.343
Oc1cc(Cl)c(Cl)cc1Cl,-2.21,-3.78
c1ccc2c(c1)cnc3ccccc23 ,-2.78,-3.713
CCCC(C)(O)CC,-0.98,-1.663
CCCCCCCC,-5.24,-3.324
c1ccc2cc3ccccc3cc2c1,-6.35,-4.518
NNc1ccccc1,0.07,-1.866
CCC=O,0.58,-0.394
C1CCCCCCC1,-4.15,-3.355
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,-1.471
ClC(Cl)Cl,-1.17,-1.812
Sc1nccc(=O)[nH]1 ,-2.273,-0.992
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,-5.126
CC1=CCCCC1,-3.27,-2.574
CCCCC(CC)C=O,-2.13,-2.232
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.021,-3.603
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,-2.312
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,-6.007
CCC(CC)C=O,-1.52,-1.523
CCCOCCC,-1.62,-1.426
CCCCCCCCCCCCCCO,-5.84,-4.231
Oc1c(Cl)ccc(Cl)c1Cl,-2.64,-3.572
NC(=O)N,0.96,0.832
CCCC#C,-1.64,-1.446
Brc1cccc(Br)c1,-3.54,-4.298
CCCCCCCCCCCCCCCCCCO,-8.4,-5.649
CC(=O)Nc1ccccc1,-1.33,-1.857
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,-1.795
c1nccc(C(=O)NN)c1,0.009,-0.717
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,-4.156
CC(C)CCOC=O,-1.52,-1.449
CC(=O)c1ccccc1,-1.28,-2.078
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4,-4.903
CCOP(=O)(OCC)OCC,0.43,-0.953
CC2(C)C1CCC(C)(C1)C2=O,-1.85,-2.158
COc2cnc1cncnc1n2,-0.91,-1.589
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,-5.152
CC(C)N(=O)=O,-0.62,-0.743
c1ccc2c(c1)[nH]c3ccccc32,-5.27,-3.836
OCC(O)C(O)CO,0.7,0.675
CCCOC(=O)c1ccc(N)cc1,-2.452,-2.709
CNC(=O)C=C(C)OP(=O)(OC)OC,0.651,-0.949
O=C1CCC(=O)N1,0.3,0.282
CCC(C)C(C)C,-4.28,-2.938
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,-3.493
CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,-3.411
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,-3.784
C1CCOCC1,-0.03,-0.978
CCCCCC#C,-3.01,-2.155
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,-4.076
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,-6.311
CCOC(=O)c1ccccc1,-2.32,-2.775
ClCC(C)C,-2.0,-1.924
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3,-4.317
CCCCCCCCCCCC(=O)OC,-4.69,-4.025
CCCSCCC,-2.58,-2.307
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,-5.568
CCCCCBr,-3.08,-2.658
CCCC/C=C/C,-3.82,-2.784
Cc1ncc(N(=O)=O)n1CCO ,-1.26,-0.859
CCCCCC1CCCC1,-6.08,-3.869
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,-7.261
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,-1.603
CC(Cl)(Cl)Cl,-2.0,-2.232
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,-2.948
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,-1.405
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,-2.304
Cc1ccc(Br)cc1,-3.19,-3.667
CCOCC,-0.09,-0.718
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,-4.004
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,-5.205
Cc1cc(C)c(O)c(C)c1,-2.05,-2.941
c1ccccc1,-1.64,-2.418
Clc1ccc(I)cc1,-4.03,-4.384
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,-2.683
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48,-3.018
C=Cc1ccccc1,-2.82,-2.85
COCOC,0.48,0.092
Cc1ccccc1C,-2.8,-3.004
CCC(C)O,0.47,-0.616
Oc1ccc(O)cc1,-0.17,-1.59
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955,-3.858
C1c2ccccc2c3cc4ccccc4cc13,-8.04,-5.189
O=C1CNC(=O)N1 ,-0.4,0.603
c1(O)cc(O)ccc1CCCCCC,-2.59,-3.493
C=CCS(=O)SCC=C,-0.83,-2.045
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382,-5.04
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01,-6.265
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,-5.062
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-3.93,-0.541
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,-4.203
Clc1cccc(Cl)c1,-3.04,-3.558
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,-6.638
CC(C)COC=O,-1.01,-1.095
c1ccccc1SC,-2.39,-2.87
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,-4.45
CCCCCC,-3.84,-2.615
COC(=O)c1cccnc1 ,-0.46,-1.621
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,-3.741
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82,-7.425
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,-4.377
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,-2.49
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726,-5.568
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95,-4.775
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,-7.117
CCc1ccccn1,0.51,-2.051
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,-3.548
c1ccc(cc1)c2ccccc2,-4.345,-4.079
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71,-7.179
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364,-2.492
CC(C)CC(C)(C)O,-0.92,-1.647
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,-1.844
OCC1OC(O)(CO)C(O)C1O,0.64,0.471
Cc1cc(C)cc(O)c1,-1.4,-2.652
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,-4.16
CC(=O)Nc1ccc(Cl)cc1,-2.843,-2.642
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,-7.898
CCC(C)(C)C,-3.55,-2.584
CNc1ccccc1,-1.28,-2.097
C=CCC=C,-2.09,-1.758
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,-3.692
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,-2.818
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604,-3.75
Oc1cccc(Cl)c1,-0.7,-2.761
Clc1cccc(Br)c1,-3.21,-3.928
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05,-1.752
O=C1NC(=O)NC(=O)C1(C)CC,-1.228,-0.911
OCCOc1ccccc1,-0.7,-1.761
C(c1ccccc1)c2ccccc2,-4.08,-4.09
CCCCCC(O)CC,-1.98,-2.033
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78,-6.584
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,-3.329
CCCC(C)CO,-1.11,-1.381
CCCCC(C)(C)O,-1.08,-1.663
CCc1ccccc1,-2.77,-2.988
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253,-2.126
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,-5.26
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647,-2.766
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,-6.15
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,-4.795
CCOC(=O)CC,-0.66,-1.191
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,-3.693
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,-3.199
Cc1cc2ccccc2cc1C,-4.72,-4.116
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.25,-5.762
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39,-7.343
NC(N)=NC#N ,-0.31,0.361
ClC(Cl)(Cl)N(=O)=O,-2.0,-1.866
Clc1cccc(Cl)c1c2ccccc2 ,-5.21,-4.984
COc1ccc(C=O)cc1,-1.49,-2.252
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692,-2.219
CCCCCCC(=O)OCC,-2.74,-2.608
CC(=O)Nc1ccc(O)cc1,-1.03,-1.495
c2ccc1[nH]ncc1c2 ,-2.16,-2.34
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31,-3.928
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583,-0.67
COC(=O)C,0.46,-0.416
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743,-3.882
CCCC(O)C=C,-0.59,-1.199
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931,-4.238
CCCCOCCCC,-1.85,-2.135
CCCCCCCCCCCCO,-4.8,-3.523
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36,-3.335
CCCC(C)(C)O,-0.49,-1.308
Nc1nc(=O)[nH]cc1F,-0.972,-0.132
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,-5.128
CCCCCC(C)(C)O,-1.72,-2.017
Cc1c(C)c(C)c(C)c(C)c1C,-5.23,-4.361
CC(C)c1ccc(C)cc1O,-2.22,-3.129
c2cnc1ncncc1n2,0.02,-0.906
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66,-3.949
C,-0.9,-0.636
c2ccc1NCCc1c2 ,-1.04,-2.195
O=N(=O)c1cccc2ccccc12,-3.54,-3.414
CCC(C)C(=O)C,-0.67,-1.266
Nc1nc(O)nc2nc[nH]c12 ,-3.401,-1.74
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445,-7.877
CN(=O)=O,0.26,-0.042
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,-4.578
C=CCCC=C,-2.68,-2.112
c2ccc1[nH]ccc1c2,-1.52,-2.654
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69,-3.393
CCCCC=C,-3.23,-2.364
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,-3.642
CCC1CCCCC1,-4.25,-3.245
CCCCCCCC(=O)C,-2.58,-2.263
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,-4.118
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,-3.544
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114,-3.446
CNC(=O)Oc1cccc2ccccc12,-3.224,-3.087
C#C,0.29,-0.252
Cc1cncc(C)c1,0.38,-2.098
C1C=CCC=C1,-2.06,-1.842
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,-3.738
CC(O)c1ccccc1,-0.92,-1.919
CC(Cl)CCl,-1.6,-1.794
CCCC=C(CC)C=O,-2.46,-2.081
CCOP(=S)(OCC)SCCSCC,-4.23,-3.975
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284,-4.863
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14,-5.604
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02,-4.692
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46,-5.645
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.637,-7.117
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,-3.454
Cc1cc(C)cc(C)c1,-3.4,-3.375
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115,-7.148
CCCCCCCCCCCCCCCO,-6.35,-4.586
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,-5.915
O=C1NC(=O)NC(=O)C1(C)C,-1.742,-0.556
CC(C)I,-2.09,-2.486
O=N(=O)c1ccccc1N(=O)=O,-3.1,-2.281
CC(C)C(=O)C,-0.12,-0.912
CCCCCCCCCCCCCCCC,-8.4,-6.159
CC12CCC(CC1)C(C)(C)O2,-1.74,-2.579
Cc2cccc3sc1nncn1c23 ,-2.07,-2.868
CCCCCCC(=O)C,-2.05,-1.909
CCCCCCCCC(=O)OC,-3.38,-2.962
Fc1ccc(F)cc1,-1.97,-2.636
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,-1.944
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68,-5.205
CCO,1.1,0.02
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,-0.966
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83,-2.29
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24,-6.763
CN(C)C(=O)NC1CCCCCCC1,-2.218,-2.629
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8,-6.155
CCCCCCCCBr,-5.06,-3.721
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883,-2.902
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-0.364,-2.129
CCC(O)CC,-0.24,-0.97
Cc1ccc(cc1)N(=O)=O,-2.49,-2.64
CC(C)CCCO,-1.14,-1.381
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.57,-2.669
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93,-5.833
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,-2.603
CCC(C)(C)O,0.15,-0.954
Cc1ccc(O)cc1,-0.73,-2.313
CCOC=O,0.15,-0.402
CN(C)c1ccccc1,-1.92,-2.542
C1CCC2CCCCC2C1,-5.19,-3.715
CCCCS,-2.18,-1.676
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,-6.007
ClC(=C(Cl)Cl)Cl,-2.54,-3.063
CCC(=O)CC,-0.28,-0.912
C=CC#N,0.15,-0.354
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,-3.539
CCCCC(=O)C,-0.8,-1.2
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,-3.505
CCCCC(C)CC,-5.16,-3.308
BrCCBr,-1.68,-2.102
CNC(=O)Oc1ccccc1C(C)C,-2.863,-2.734
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,-1.948
C1c2ccccc2c3ccc4ccccc4c13,-6.68,-5.189
COc1ccccc1Cl,-2.46,-2.912
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,-5.604
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,-5.03,-3.988
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2,-6.008
COC(=O)C=C,-0.22,-0.878
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,-4.477
N(=Nc1ccccc1)c2ccccc2,-4.45,-4.034
CC(C)c1ccc(C)cc1,-3.77,-3.617
Oc1c(Cl)cccc1Cl,-1.79,-3.012
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79,0.31
OC1C(O)C(O)C(O)C(O)C1O,0.35,-0.887
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17,-0.847
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,-2.613
CCC(O)(CC)CC,-0.85,-1.663
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,-4.545
Brc1ccccc1Br,-3.5,-4.172
Oc1c(Cl)cc(Cl)cc1Cl,-2.34,-3.648
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,-3.784
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-4.799,-3.663
CC(C)C(=O)C(C)C,-1.3,-1.752
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,-2.465
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943,-1.292
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.876,-1.498
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,-3.842
Cc1ccc(O)cc1C,-1.38,-2.621
O(c1ccccc1)c2ccccc2,-3.96,-4.254
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56,-7.343
NC(=O)c1cccnc1 ,0.61,-0.964
Sc1ccccc1,-2.12,-2.758
CNC(=O)Oc1cc(C)cc(C)c1,-2.581,-2.688
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,-6.039
CSSC,-1.44,-1.524
NC(=O)c1ccccc1,-0.96,-1.501
Clc1ccccc1Br,-3.19,-3.84
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742,-1.493
CCCCC(O)CC,-1.47,-1.678
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,-4.554,-3.891
Oc1cc(Cl)cc(Cl)c1,-1.34,-3.428
Cc1cccc2c1ccc3ccccc32,-5.85,-4.87
CCCCC(CC)CO,-2.11,-2.089
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.286,-3.827
Cc1ccccc1,-2.21,-2.713
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,-3.833
C1CCC=CCC1,-3.18,-2.599
CN(C)C(=S)SSC(=S)N(C)C ,-3.9,-2.444
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.246,-3.328
CCCCCCCCCCO,-3.63,-2.814
CCC(C)(C)CC,-4.23,-2.938
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144,-1.446
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,-4.335
CCCC=O,-0.01,-0.749
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9,-3.933
CCCC,-2.57,-1.907
COc1ccccc1O,-1.96,-1.941
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099,-3.507
ClC(Cl)C(Cl)(Cl)Cl,-2.6,-3.382
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,-3.016
CC(C)CO,0.1,-0.672
CC(C)Cc1ccccc1,-4.12,-3.57
ICI,-2.34,-2.958
CCCC(O)CCC,-1.4,-1.678
CCCCCOC(=O)C,-1.89,-1.833
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,-4.203
CCCc1ccccc1,-3.37,-3.281
FC(F)(Cl)C(F)(F)Cl,-2.74,-2.697
CC=CC=O,0.32,-0.604
CN(C)C(=O)N(C)C ,0.94,-0.495
Cc1cc(C)c(C)cc1C,-4.59,-3.664
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,-4.241
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,-3.992
c1ccccc1NC(=O)c2c(O)cccc2,-3.59,-3.782
CCN(CC)C(=S)SCC(Cl)=C,-3.39,-3.254
ClCC,-1.06,-1.165
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,-3.165
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46,-3.659
CC/C=C\C,-2.54,-2.076
CNC(=O)ON=C(CSC)C(C)(C)C ,-1.62,-2.7
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,-2.284
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,-4.642
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,-3.152
O=C(c1ccccc1)c2ccccc2,-3.12,-3.612
CCCCCCCCCCCCCCCCCCCC,-8.172,-7.576
N(Nc1ccccc1)c2ccccc2 ,-2.92,-3.492
CCC(CC)CO,-1.17,-1.381
Oc1ccncc1,1.02,-1.655
Cl\C=C/Cl,-1.3,-1.561
CC1CCCC1,-3.3,-2.452
CC(C)CC(C)O,-0.8,-1.308
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,-3.125
CC(C)(C)CO,-0.4,-1.011
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,-4.132
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,-2.251
CC=C,-1.08,-1.235
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,-4.924
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632,-4.182
O=C1c2ccccc2C(=O)c3ccccc13,-5.19,-3.34
CCCCCCC(C)O,-2.09,-2.033
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,-2.169
CCCCc1ccccc1,-4.06,-3.585
O=C1NC(=O)C(=O)N1 ,-0.4,1.091
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,-6.678
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,-2.564
CC(C)COC(=O)C,-1.21,-1.463
CC(C)C(C)(C)C,-4.36,-2.922
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66,-7.746
N#Cc1ccccc1C#N,-2.38,-1.717
Cc1cccc(c1)N(=O)=O,-2.44,-2.64
FC(F)(F)C(Cl)Br ,-1.71,-2.608
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,-0.908
CCSCCSP(=S)(OC)OC,-3.091,-3.323
CCC(C)C,-3.18,-2.245
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,-4.32
